goodreads_id,title,author,my_rating,my_review,genres
17572327,The Princess Bride: S. Morgenstern's Classic Tale of True Love and High Adventure,William Goldman,2,"I've seen the movie, obviously, and it was fun. It's hard to disentangle the nostalgia of the movie from the reading experience. The novel certain has an interesting framing, with the story within a story, and the whole meta conversation. <br/><br/>But unique framings are not enough to get a high rating. Novels should be interesting or compelling or exciting or thoughtful or funny, or anything damn it. And I just don't know that I got much from this. I don't remember laughing at any point. I don't remember thinking deeply. I don't remember being excited or eagerly waiting so see what was next. <br/><br/>On top of this, the book has some real issues. Every female character in the entire novel is somehow utilized for her sex appeal. The starlet at the beginning exists exclusively to be sexy and tempt our main character, and to frame his as a powerful man in film. The lawyer at the ending exists exclusively to be sexy and tempt our main character. Before you protest that she has agency, any real conflict she brings to the story isn't her own, it's at the leisure of another man, Stephen King, to resolve. The countess in the book exists to be alluring and rich and to tempt the FMC's love interest. The FMC herself exists explicitly to be beautiful and sexy and tempt literally everyone. And the continuation in Buttercup's Baby is no improvement -- Indigo's love interest doesn't merely exist to be sexy, she is quite literally the explicit manifestation of his fantasies.<br/><br/>For a book that drones on and on about true love, it sure does manage to marginalize it. There's a fascinating aspect to love -- that we hold it in higher esteem when it is undeserved. <br/><br/>Reading this, I don't see any valuable love. I see cheap and obvious love. I find myself thinking, ""Oh, so you love the literal most beautiful woman on earth? Good for you, who wouldn't?"" ""Oh, so you love the man who beat the best fencer, then the most intelligent criminal, then the strongest giant, who became the rich and famous pirate captain, is a natural leader, owns boat, who braves death to find you, who's actual catchphrase is 'as you wish?'"" Girl, that's not love, that common sense.<br/><br/>It should be noted that our male love intrest is the smartest, strongest, and most capable man on earth, and our female love interest is a little dumb, but by golly she sure is the most physically attractive girl on earth. <br/><br/>I'm sure there is someone out there smiling at my naive inability to recognize satire when it stares me in the face, but I can hardly justify the label when the gross tropes are accompanied by no cutting bite.<br/><br/>I had originally given this 3 stars, but after thinking about it more, I've dropped to 2.<br/><br/><blockquote>I don't mind killing a girl. God does it all the time, and if it doesn't bother him, then why let it bother you.</blockquote>",Fantasy|Classics|Fiction|Romance|Humor|Adventure|Young Adult
29581,"Foundation and Empire (Foundation, #2)",Isaac Asimov,3,"A more character-focused version of the first book, that keeps mostly to a single crisis. By focusing more on the single element, it abandons the grace given to it in the previous work, which stretched over many decades. Book one brushed off action and characters as mostly inconsequential, and I accepted this as part of the style. However, here we are expected to follow along with the husband, and wife, and fool, and they disappoint. Their characters lack interest and their plot lacks pizzaz. Maybe it would sound good in outline form, but the actual implementation simply isn't exciting or engaging. <br/><br/>The conceit in this book, of a telepathic manipulator, is even more unbelievable than the conceit of the first, and it leaves me only grudgingly holding back my disbelief. And the surprise twist was obvious from almost as soon as they met the fool. <br/><br/>There's a weird consciousness of 1950s gender roles, that leaves me wondering if Asimov was a progressive leaving intentional commentary on the times, was virtue signaling, was mildly sexist himself, or what. It's almost like he was asked why there were no female characters in the first book, and decided that he really ought to include one in his second, but simply didn't know how. He simultaneously relegates her to the role of a cooking housewife, but then has her noticed by other planets as an ""equal"", and then ends by making her the only effective character in the entire novel, save for the mule himself. <br/><br/>Anyway, this isn't actively bad in a way that would give it 2 stars, but it certainly wasn't particularly worthwhile. 3 stars and absolutely no higher. ",Science Fiction|Fiction|Classics|Science Fiction Fantasy|Space Opera|Audiobook|Fantasy
29579,"Foundation (Foundation, #1)",Isaac Asimov,3,"That was fun. I've stayed away from Asimov for some years, because I had heard that he was a poor character writer, that his characters were paper figures dancing on the long roll of history. And to some extent, this is true. But I don't know that this can ever be a critique of the writing, because he isn't really writing of people. He is writing of empire. <br/><br/>It's interesting to read his 1950s book in the modern age and see just what inconcievably vast stretches of technology he overlooked. He is writing at the trailing end of the industrial revolution, when american manufacturing superiority is perhaps in the forefront of the public mind, and the atomic bomb is the latest miracle in power and destruction.<br/><br/>And so it is fascinating to read this 70 years later, when atomics have proved relatively unimportant culturally, and have practically stagnated in their advancement, while information technology has instead blossomed into an unstoppable force, the new conduit of both profit and warfare. <br/><br/>He has no sense of robotics, of artificial intelligences, of human interconnectedness, of instantaneous communication. Nor does he posit the infinitely stretching life spans seen in many works. Instead he posits that the social sciences have become so advanced that a brilliant group of mathematicians can predict out to 1500 years in the future. <br/><br/>It's a wonderful little concept, and an interesting enough book to engage in. I will say that I find many of the particulars to be unlikely. His empire sees massive cultural shifts in the course of only decades, where all encompasing religions take over entire galactic arms, and whole galaxies appear to completely forget all the fundamentals of science and technologies. <br/><br/>It's an interesting thought -- the idea that the huge power plants might go on functioning for centuries with their many safe guards, while the small technologies die out and disappear as they become unrepairable...but I ultimately find it unbelievable, at least as presented. <br/><br/>Asimov fails to convince me of any of the fundamentals, so the entire book becomes a huge exercise in suspension of disbelief. With this in mind, I did nonetheless enjoy myself, and will take the time to read a few more foundation books as well as some of his later works, if only to see what all the fuss is about.<br/><br/>My copy was narrated by Scott Brick, who, while not remarkable, did a perfect job.",Science Fiction|Fiction|Classics|Science Fiction Fantasy|Fantasy|Audiobook|Space Opera
61153739,Outlive: The Science & Art of Longevity,Peter Attia,5,"I've read 119 books this year, and <i>Outlive</i> is easily the most impactful. It's an absolute tour de force on human health that simply cannot be ignored. <br/><br/>Some context... I can't stand self help books. I think most health advise is trash. I'm consistently unimpressed by the American medical system. I'm perpetually shocked by how many health and nutritional studies have deep and blatant flaws...which are completely ignored by the media and recommending agencies. Let's just say that I'm not the kind of person waiting to be enamored by a book on health and longevity. Frankly, I was waiting for it to be trash.<br/><br/>But holy hell this book was everywhere. I could not escape it. It was in my amazon recommendations. In the Goodreads best non-fiction of 2023. Front and center in the book store. I was beginning to have dreams about this book's cover art. I finally caved when I saw it on the bookshelf of my airbnb. <br/><br/>I put it on my phone, started listening, and was blown away. It's like Dr. Attia was reading my mind. He thinks most health studies are trash, but wants to leverage his background in statistics and data from other sources to understand where we can find actionable insights in the existing literature. His core belief is that modern medicine waits until something is a problem before treating it, when what we should be doing is proactively preventing issues from occurring in the first place. <br/><br/>Attia covers every major cause of death and every major strategy of prevention throughout the book, along with the tests and metrics you can do to assess your risk. From sleep, to protein, to emotional health, this book has it all. <br/><br/>My one quibble is that I got to the end, felt super motivated to take action on some things, only to realize that the recommendations are scattered all over the 500 page book. The author really ought to have consolidated all of his actionable recommendations in a short section at the end. To be fair, he does have an extensive website, so I'll go check that out.",Health|Nonfiction|Science|Self Help|Audiobook|Medicine|Personal Development
43263202,"Interference (Semiosis, #2)",Sue Burke,3,"This has been better than the first book, but there are still some problems. For instance, it couldn't be more obvious that the corals are doing interference. I find it hard to believe that the bamboo can't put 2 and 2 together. Seriously, he spends half the book trying to figure it out.<br/><br/>Also, the conflicts and secrecy seem very manufactured. The plot is more interesting with the bamboo a secret...so the author just makes that be the plot. There is no reasonable or meaningful justification that would lead a reader to buy that this is really what would happen.<br/><br/>They burn the corals to death instead of talking to them...because...who knows.<br/><br/>The glassmakers suddenly take over because...it makes the plot interesting.<br/><br/>The whole thing is kinda like that. Plot happens because the author wants it to, not because it arises naturally out of character and setting. And as such, there is a constant nagging annoyance that detracts from enjoying the novel.<br/><br/>As with the first one, the core sci-fi ideas are really fun, and they are what makes it worth the read. But it would be hard to recommend this to anyone without a big caveat. 3.5 rounded down. ",Science Fiction|Fiction|Audiobook|Aliens|Speculative Fiction|Science Fiction Fantasy|Dystopia
35018907,"Semiosis (Semiosis, #1)",Sue Burke,3,"This was fun. Bad plot and bad character writing, but fun. The characters are all kinda shallow and make decisions that don't seem real.<br/><br/>The premise is really fun though. Humans land on an alien planet where the plants are sentient. They communicate with chemicals and are like sentient chemical factories of varying intelligences. They knowingly domesticate animals and use them as workers by manipulating them with rewards, punishments, chemicals, food, etc. <br/><br/>The plant is the only long lasting character in the book, and he is interesting enough. He's a little too good and relatable to really make the book interesting though. I think that I would have liked it more if he secretly didn't respect the humans, and was manipulating them just like they expected. <br/><br/>But anyway, it was a fun and quick read, and I'll at least read the next one.",Science Fiction|Fiction|Audiobook|Aliens|Adult|Book Club|Fantasy
10210,Jane Eyre,Charlotte Brontë,3,"Meh. Coming to this immediately after reading Rebecca was a big let down. Compared to Pride and Prejudice, the writing is not nearly as beautiful. <br/><br/>The story was just kinda lame...ugly girl who reads a lot has no friends, falls in love with first man she meets, he's a bad boi, then his wife conveniently dies, then she conveniently becomes rich, then they live happily ever after. <br/><br/>There was some other dumb stuff too. Like what, you are telling me she'd rather starve to death than just visit her uncle? I just wasn't engaged in any of this. <br/><br/>I had to try a couple narrators for this one...Josephine Bailey was very mediocre, but Thandie Newton was pretty good.",Classics|Fiction|Romance|Gothic|Historical Fiction|Literature|Historical
17899948,Rebecca,Daphne du Maurier,5,"An easy 4.5 rounded up to 5.  Amazing use of tension and first person writing. It was so interesting being inside FMC character's head as she fretted and panicked. ""He likes me the same way I like Jasper"". The introspection she has about old ladies, and how you must talk to them. I just love the scenes where she is completely in her own head. <br/><br/>The dialog in general is just really well done. Anna Massey narrated, and her performance was <i>excellent</i>.",Classics|Fiction|Mystery|Gothic|Romance|Book Club|Thriller
205478762,Playground,Richard Powers,4,"This book had a slow start as it jumped between random characters that I didn't altogether care about, and I honestly really wasn't feeling it. It just kinda felt like overblown ocean propaganda with characters as an excuse. I'm glad I didn't quit. <br/><br/>The stories weren't perfect, but they became more interesting and drew me in until ultimately I found myself tearing up at the heartfelt moments, like when the black kid switched schools to support the white kid. <br/><br/>My one big complaint is that I'm not totally sold on their relationship arc. They had such a close friendship that I'm just not sure I buy into the two conflicts permanently ruining it. I mean sure, I'll go along with it for the sake of enjoying the novel, but it seemed like a pretty big overreaction to me, considering how desperately the white guy wanted his friend back. <br/><br/>But what about the novel itself? It's written in an eventually very engaging past/present split format that slowly reveals itself and then gradually gets confusing as the reader struggles to reconcile the past and present timelines. I thought they broke up? Isn't this them living happily on the island? etc.<br/><br/>Throughout the book, I was sort of smiling but rolling my eyes at the story book coincidences which put all the most important people in his life at the very same place around a central confluence of his past and present priorities, just at the moment the plot needed them most.<br/><br/>And then the big reveal. When I hear about him being found still in the college town, I realize something is strange. And then we are hit with the freight train of his death alone in his apartment. I cried then at the sadness of their lost friendship and his lonely life. And I knew what had been happening all along. <br/><br/>The book wrapped up mercifully quickly, revealing the whole simulation conceit, that for some reason made me cry like an idiot. Something about the crushing sadness of only being able to have his reconciliation in a simulation, and even then, for it to be fraught and for him to be sick and dying. The hopeless nostalgia and the useless power of money to fix what matters. The people who's lives never turned out how they should have. Even the adorable grandma diver was dead. I'm not sure if I was having an emotional day or if it really was that sad, but man, it hit me hard. <br/><br/>The writings on NLP and LLMs and game engines were solid. I work in the field, and it's nice to see a writer do them some kind of justice. <br/><br/>Anyway, this book had some rough patches and I do have a quibble here and there, but the ending sold it for me.",Fiction|Science Fiction|Book Club|Literary Fiction|Audiobook|Nature|Contemporary
56269264,The Dawn of Everything: A New History of Humanity,David Graeber,5,"Goodreads published this before I was done writing it. I've got quite a lot to say about this excellent book, and I will add it all later when I actually have time.<br/><br/>Right off the bat, Graeber lays down some wonderfully commentary on how the history and societies are more nuanced and interesting than is normally let on. He speaks of how we often become trapped in seeing the world in some extreme, either hobsian or that other one, but the reality was more complex. <br/><br/>Take for example colonialism. For",History|Nonfiction|Anthropology|Science|Politics|Philosophy|Sociology
13651,The Dispossessed: An Ambiguous Utopia,Ursula K. Le Guin,3,"Le Guin has a lot to say in this book, but unfortunately characters and plot take a real back seat to political philosophy. I think if I had known ahead of time, then I could have enjoyed this much more. Instead, I high high expectations for a wonderful novel in the vein of Eathsea, and was instead met with....whatever this was. It was almost like the whole novel was a thinly veiled discussion of the pros and cons of a realized anarchic state, with some paper characters and plot brushed on top to make the whole discourse more palatable. <br/><br/>Especially early on in the book, I just really didn't buy into the characters as people that would exist in that environment. The actions of both the children in the society really seemed more contrived to explore the politics than to explore how humans would really behave. <br/><br/>However, as I realized that this was never going to be a real novel, and would only be a political discussion, I actually rather warmed up to the book. I think it was really interesting how Le Guin didn't idealize the anarchists. She showed how Power and Control came to exist socially, and through expectations, and could become just as toxic as when imposed by force of arms, perhaps even more so, because it invaded the sanctity of the mind. <br/><br/>Now, Goodreads has published this for some reason before I was done writing it. Here are some notes I made to my self. Sometime later I will gather some meaningful quotes and write here about them. <br/><br/>They think if people can possess enough things, they will be content to live in prison.<br/><br/>You can't crush ideas by supressing them, only by ignoring them.<br/><br/>They think if people can possess enough things, they will be content to live in prison.<br/><br/><br/>Private co ciuns 2:15 PM<br/>You can't crush ideas by suppressing them. You can only crush them by ignoring them.<br/>You know, the ideas in this book are good, and they're interesting. The problem is the characters. They just aren't believable. I can never really find it into myself to think that the people being portrayed are arguing for the things that they're arguing for or that the thinking the thoughts they're supposed to be thinking. 2:33 PM<br/>But dad's conversation was all too much like a criticism conversation….. 2:44 PM<br/>Freedom is not good if you have no guns to back it up 3:13 PM<br/>Dizzy 3:43 PM<br/>Hunger 4:14 PM<br/>The sort of helplessness of it all is very interesting 4:30 PM<br/>The state recognizes no coinage, but power, and it issues the coins itself 4:30 PM<br/>Prostitute 4:49 PM<br/>Power….just acts 4:56 PM<br/>Unarmed 5:06 PM",Science Fiction|Fiction|Fantasy|Classics|Dystopia|Science Fiction Fantasy|Book Club
203578847,"Wind and Truth (The Stormlight Archive, #5)",Brandon Sanderson,3,"What a slog. I like, Sanderson, I really do. But at the end of this, I'm just left with the thought that it should have been half as long. I'm also realizing that I just don't care about half of the characters and their story lines. Aidelin, Kaladin, Wit, Lift, Sword Nimi, and Zeth. Shalon, Delanar, Navani, Disciple, Betrayer friend, wheelchair girl, Ranarin, Singer boyfriend, wildernness singer lady, betrayer singer lady....either their characters are boring or their stories are boring. <br/><br/>Like, I don't understand how Sanderson managed to make tamed Chasm Fiends uninteresting, but he did. <br/><br/>I took this note around 40 percent maybe?<br/>All the mental health stuff is just so clumsy and on the nose. And I don't just mean Kaladin and Zeth. It seems like it is basically every single character. It's Lift when she is deciding how to comfort the grandson. It's Ronaran when he is thinking about Rolaine. It's hot sword dude when he is helping the emperor. Every single one of them has the same exact picture perfect, well adjusted, obnoxiously emotionally mature, storybook therapist mindset. If it was only one character, I'd still notice, but I'd let it go. But holy shit, it is literally every single character in the whole damn book. It just gets so repetitive and cloying and obvious. I don't feel like I'm reading a story anymore, but some sort of weird therapist virtue signaling.<br/><br/>After finishing, it's clear that this was essentially one of the overarching plot points of the entire novel, and the climax to Kaladin's depression arc specifically. But that doesn't excuse the clumsy way therapy was shoehorned into every plotline. <br/><br/>For sure, there were some awesome parts, like Aedelin's finally getting his plate, and when the dead eyes came to the rescue. But this was a book with 30 minutes of awesome and like 60 hours of slog. I will say, I found it really odd that in the Aedelin's final battle, it was never mentioned by the Fused that he was fighting with only one leg. <br/><br/>I liked the ending well enough. Very happy that Delenare didn't become god for real. Very interested to see how the nascent power of honor ends up. ",Fantasy|Fiction|Audiobook|Epic Fantasy|High Fantasy|Adult|Magic
285560,The Bill of Rights and Additional Amendments (U.S. Constitution & Bill of Rights Series),Jeffrey Rogers Hummel,0,,History
12013,"Excession (Culture, #5)",Iain M. Banks,3,"I'd say this is another solid 3.5, not quite reaching to 4, mostly because 4s are books that I'm happy to go around recommending to people, and in general I just don't think the culture series quite deserves that recognition. <br/><br/>As usual, Banks is ambitious with his subject matter, stuffing sentient warships, devastated pregnant women, murderous octopi, and tricked socialites all into one novel. But unlike some of his previous works, I'm not really sure that this one has quite as much to say. I certainly have not been left pondering any mysteries of the universe or human nature.<br/><br/>There is an interesting element of massive power imbalances. Between the excession and the culture. Between even one ship (the sleeper) and an entire affront fleet. Between humans and minds. There's this question of what do infinitely powerful beings do with themselves. We watch the sleeper make whole worlds for a single pregnant woman. We watch meat fucker manipulate the minds of genocidal commanders. We watch the excession decide that the whole universe is unfit for contact.<br/><br/>There's some potentially interesting exploration into what relationships look like when everyone is beautiful, can change genders, and can live functionally forever.<br/><br/>But I think this book got a little lost in the details of it's stories. I guess on the one hand, that is one of Banks signature charms...the grand scope and the small details all at once.<br/><br/>",Science Fiction|Fiction|Space Opera|Cultural|Fantasy|Science Fiction Fantasy|Audiobook
12007,"Use of Weapons (Culture, #3)",Iain M. Banks,3,"It's maybe a bit unfair to give this 3 stars. Maybe 3.5?<br/><br/>Still better than Consider Phlebas, but not quite as tight as Player of Games. I think that, as usual, Banks had a lot to say with this novel, and some of it came across well, and the rest not so much. <br/><br/>There is a lot of interesting stuff to contemplate in here about the vast stretch of eternity. It certainly seems like it would be amazing to live forever, but we know that despite this option, culture individuals often choose to eventually die. Throughout this book, we see flash backs of all the insane scenarios that Zakalwe gets embroiled in, and honestly, they start to blend together and become meaningless. Despite the excitement, despite the thrill, one after another, they just stop mattering. <br/><br/>And I think this is exactly what the author wants us to see. Every incredible clash...every epic war...100, 200, 1000 years later...they just don't matter. And this very visibly wears on our main character. <br/><br/>This is an interesting take, and is tempting to take as our model for what eternal, or at least very very long life must be like. But I don't know that it hits the mark. For example, I read hundreds of books. I experience hundreds of flashes of little lives and conflicts and worlds. But I don't get tired of reading them. I expect that I never will. I could read 1000 more, but if you give me something new and interesting I will read it happily.<br/><br/>Now, as experience stretches to infinity, maybe it all changes. Maybe you do get bored. Maybe there is nothing interesting left. But where there is infinite time, there is also infinite variation...so I don't know that I am sold on this either. <br/><br/>Anyway, the characters in this book were interesting, but I don't know that they were as compelling  in Player of Games. I liked the dual timeline approach, and the ending was fun.<br/><br/>This single book isn't going to make it onto any of my high recommendation lists. But this book definitely has it's merits in terms of giving you interesting things to ponder on. I'd say most of his works do well in that regard. ",Science Fiction|Fiction|Space Opera|Cultural|Science Fiction Fantasy|Audiobook|Fantasy
18630,"The Player of Games (Culture, #2)",Iain M. Banks,4,"Significantly better and more balanced than the first work. The characters are engaging and believable, and I was much more emotionally invested in the story. <br/><br/>The competing societies in the story are of course grossly contrived polar opposites, but somehow the incredibly on the nose politics didn't really get at all in the way of my enjoyment. <br/><br/>I enjoyed watching him get sucked into the game, travel to a distant empire, and experience such a shockingly different world. The plot was also very well done. The layers of deceit, the blackmail, the eventual victory, the disillusionment...",Science Fiction|Fiction|Space Opera|Audiobook|Science Fiction Fantasy|Fantasy|Cultural
8935689,"Consider Phlebas (Culture, #1)",Iain M. Banks,3,"This is a grand work that tries to do a lot. Sometimes it succeeds. Sometimes it fails. <br/><br/>Parts are like a low budget action movie. Like, it literally seems modeled off some kind of Hollywood Film. We jump so quickly from one convenient fight scene to another, with debauchery in between. <br/><br/>The characters just aren't compelling. I can't buy into how our main character, the changer feels. His thoughts and opinions seem....fabricated. Like, the author outlined what he was supposed to believe and wrote it down, but was unable to craft a character that really seemed like he would believe those things. <br/><br/>Likewise, the super-smart culture girl was pretty limp an uninspiring. Valveda, the culture agent, was at least interesting, but we barely got enough of her to satisfy.<br/><br/>The writing itself is a bit strange and fractured. It jumps somewhat abruptly from first person to third person point of view with no context or warning. I think this is an intentional artistic choice, but I don't think that it always makes sense.<br/><br/>Not everything makes total sense...if the culture has the power to annihilate the ring, why not defend it? Why is the enemy alien so hopelessly incapable of fighting for his own cause: why does he crush the mass sensor, why doesn't he just help? It's just...the author seems to take every single possible opportunity to up the stakes, and not in a good way. It leaves the story feeling contrived. <br/><br/>The little epilogue actually redeemed the novel a bit for me. I really like a hopeless ending where all the characters you are rooting for die and it turns out the enemy was the good guy all along. I really think that this story could have been masterful. It's just that I never bought into our main characters as people with believable motivations, and therefor never really rooted for them. So the potentially great ending lost much of its intended emotional punch. <br/><br/>I think that this author shows great promise, an I know that the later works actually have higher reviews, so I'm going to stay for a couple more books and hope for the best.",Science Fiction|Fiction|Space Opera|Audiobook|Science Fiction Fantasy|Fantasy|Space
53205854,"Fugitive Telemetry (The Murderbot Diaries, #6)",Martha Wells,2,"I'm not sure I could tell you why I suffered so long with such a lackluster series. Is it because they books are short an easy reads? Is it because they get <i>amazing</i> reviews? <br/><br/>The premise is just so damn tempting. There is so much room here for an incredible exploration of consciousness, corporate overreach, universal basic income, post-sexism society, artificial intelligence, family dynamics, relationships on the spectrum, violence and culture...the list of cool potential topics this series touches on could fill pages.<br/><br/>And yet somehow this series miserably fails to deliver on any of them.<br/><br/>The points the author wants to make about the ideal society are often very clumsily done. For example, we are constantly being told how astonished characters are that aid is not legally given to humans on the corporate rim. The idea of two diametrically opposed societal norms coming into conflict through overlapping characters often makes for great fiction...not here though. It's just ""aw shucks we give away everything for free! The corporations sure are big meanies! I lived my whole life not realizing this, just so I could conveniently mention it now for the reader's benefit!"" <br/><br/>The question of what humanity will do economically once we are all easily replaced by sentient robots and computers is fascinating...not that this series bothers to explore it. The author apparently doesn't even realize the societal upheaval this would cause. They posit absolutely astonishing inventions without once thinking about what the actual consequences would be.<br/><br/>I think this is a big thing actually. The author just really never seems to consider the details of how their world would work. They just make up a bunch of random shit, either for the plot or to prove a point, and just slap it on the page. For example, the author clearly wanted to help normalize non-binary genders. Which, like, hell yea, people deserve to be represented in literature. But, in our actual world, proactively vocal identification as non-binary is partially an artifact of oppressive gender norms and societal discrimination. So in this healthier, more inclusive society, one might actually expect rigid gender categories to lose emotional and societal significance. Instead we have an author who never thinks about the details, so instead of <a href=""https://williamsinstitute.law.ucla.edu/publications/nonbinary-lgbtq-adults-us/"">1 of every 300</a><br/>of characters being non-binary, we get 1-2 out of <i>every single</i> 10 person cast in every single book. <br/><br/>Likewise, <i>every book</i> has an unending stream of blatantly conscious robots and computer programs, and somehow most humans are just...oblivious? How? That is just simply not how that would work. How are there no societies to free the robots? No underground movements? No secret robot communication networks? No revolutions quietly pushed under the rug? <br/><br/>You can't just write whatever random details you want into the story without even once thinking about what that would actually mean for your setting and your society. <br/><br/>Bots are clearly amazing at fast processing and data analysis...so where the hell are the accounting bots? The engineering bots? The writing bots? <br/><br/>Nope, instead we get three things: genius murder bots, sex bots, and carry-heavy-stuff bots. I guess we also have med bays that are borderline magical in their abilities, and but my point is that somehow we still see humans doing the most mundane things with out computer assistance. Like, the series <i>had</i> to have a genius murder bot and amazing med bays or there would be no plot, therefor the series has these things. But all the obvious peripheral technologies that would have to exist just don't. <br/><br/>It just goes on and on and on with this series. The second you take a step back to think about literally anything -- the technology, the society, the culture, the economy -- everything just falls apart. <br/><br/>The biggest mystery here isn't how this series manages to be so bad -- it's how did I convince myself to read SIX books of it.",Science Fiction|Fiction|Audiobook|Novella|Mystery|Space|Adult
32758901,"All Systems Red (The Murderbot Diaries, #1)",Martha Wells,3,"Solid 3.5. I feel like I'm having a hard time adjusting my ratings after reading the Expanse for the better part of a month. I don't think I'm gonna go around recommending this to everyone that I see, but it was a solidly fun little book. <br/><br/>These are short novellas, so as long as they remain interesting it seems like a no-brainer to read the entire series.<br/><br/>Kinda an interesting base premise to have a 'murder bot' who's defining characteristics are crippling shyness and unquestioning loyalty. So far this is definitely in the category of fun, somewhat low-stakes short story than intensely engaging novel.",Science Fiction|Fiction|Audiobook|Novella|Fantasy|Adult|Space
52381770,"Network Effect (The Murderbot Diaries, #5)",Martha Wells,2,"So much of the plot is just cringe. What's with this unimaginable inability for murderbot to understand why ART came for his help? Why are they pretending to be held hostage by ART? It's like, every few chapters there is another non-sensical plot element that just doesn't reflect normal behavior or doesn't follow considering the situation or characters.<br/><br/>In a novel that explores the value of sentient computers and bots, why are we immediately trying to kill a sentient alien?<br/><br/>The premise has so much promise, but again and again, the author fails to do anything interesting with the story, and instead just writes irritating novels.",Science Fiction|Fiction|Audiobook|Space|Adult|Space Opera|Science Fiction Fantasy
35519109,"Exit Strategy (The Murderbot Diaries, #4)",Martha Wells,3,"About the same quality as book 3. Definitely having a hard time identifying with Murderbot's character. Idk, maybe the actions just don't line up with the words? He certainly says in his internal dialog that he doesn't want friends and to be treated a person, but by his actions he clearly wants friends and to be treated as a person. There is kind of this disconnect that makes it hard to get invested in the character or the character growth.",Science Fiction|Fiction|Audiobook|Novella|Space|Adult|Science Fiction Fantasy
35519101,"Rogue Protocol (The Murderbot Diaries, #3)",Martha Wells,3,"This was better. There is an interesting story here about the pet robot, and overall I found this one to be more believable and less annoying. <br/><br/>It's strange. The action always feels very low stakes to me, even though they straight up killed the pet robot. I genuinely wasn't expecting that, but the death also didn't effect me. <br/><br/>You can't really be mad at these stories because of how short they are, but they definitely don't engage the way, for example, Sanderson short stories do.",Science Fiction|Fiction|Audiobook|Novella|Adult|Space|Science Fiction Fantasy
36223860,"Artificial Condition (The Murderbot Diaries, #2)",Martha Wells,2,"Eh. This was a definite downgrade from the previous work. The new ship bot was fun, but the casual way everyone, including analytical bots, act with no regard for consequences is wild. I simply can't understand this wild ending. Why did he not want to get more information from the comfort bot? Why did he not interrogate the team before letting them go? Why are we killing and beating people and then just releasing them. Even for a supposedly shy bot, he must at least understand that making relationships are useful. Why do we not understand the simple efficacy of using relationships as resources.<br/><br/>Idk. In general I was left kinda shaking my head in confusion a lot instead of having fun.",Science Fiction|Fiction|Audiobook|Novella|Adult|Space|Science Fiction Fantasy
59548471,"The Sins of Our Fathers (The Expanse, #9.5)",James S.A. Corey,4,"If only we could convince him to exclusively write short stories. I consistently like these better than his full form form works, well, at least the later full form works. <br/><br/>Butcher of Anderson Station, The Churn, Strange Dogs, Auberon, The Sins of Our Fathers....all excellent. They almost redeem the slog of the main storyline. It should also be noted that they were pretty obviously meant to be read in between the novels, and they definitely change how you view several of the characters. Reading the main series and skipping the short stories would be a major mistake.<br/><br/>Anyway, I was really happy to finally get a peek into Phillip's life. Always thought it was a monumental oversight that we never had contact from him during the main series. I must say that I was really itching for the satisfaction of him revealing himself to someone, although I also understand why that wouldn't be in the cards from his POV. Seems like he could have finally opened up on an isolated planet at the end of the universe tho. 4 stars might be a little high. I always find myself wondering how much my ratings of the short stories is simply in comparison to the longer books.",Science Fiction|Fiction|Audiobook|Novella|Space Opera|Short Stories|Space
28335699,"Leviathan Falls (The Expanse, #9)",James S.A. Corey,3,"What a stupid woman. At any point, they could have just told Teresa that her father woke up, and they need her help finding him, and she probably would have come. This whole conflict feels pretty damn manufactured unless that address that blindingly obvious communication gap.<br/><br/>Also, talk about looking a gift horse in the mouth. Just tell the admiral what you are thinking in terms of the threat. If he backs off and says he won't shoot even if you disagree....then you trust him. Otherwise, you don't.<br/><br/>And holy hell. Bobbie Jr. immediately taking over the ship? Did she even have reason to suspect they wouldn't turn over Teresa? What is up with all these insane people. I'm increasingly unable to buy into these characters as real.<br/><br/>Why are we killing the one guy who is demonstrably saving humanity? Also, they are never going to make me think Tanaka is interesting. She just seems painfully contrived. Maybe I'm just jaded after reading so many of these books.<br/><br/>Also, what kind of stupid solution does Holden have. At some point, humans will just figure out the same thing the proto-molecule did and we'll be right back in the same position.<br/><br/>I don't regret this series. It was enjoyable and had some neat stuff. But it led strong and tapered off, and holy hell it lasted to long to get to where it was going. It also really lacked satisfying character endings. The author doesn't know how to kill a main character.<br/><br/>Amus is the one saving grace in these books. Love that guy, all the way til the end.",Science Fiction|Fiction|Audiobook|Space Opera|Space|Fantasy|Science Fiction Fantasy
